study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5235	SAMEA2340797	ERX384372	ERR418072	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418072/ERR418072.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418072/ERR418072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418072/ERR418072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418072/RF_036_SZAXPI009316-88.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418072
PRJEB5235	SAMEA2340798	ERX384373	ERR418073	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418073/ERR418073.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418073/ERR418073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418073/ERR418073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418073/RF_037_SZAXPI008747-46.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418073
PRJEB5235	SAMEA2340799	ERX384374	ERR418074	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418074/ERR418074.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418074/ERR418074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418074/ERR418074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418074/RF_038_SZAXPI009317-89.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418074
PRJEB5235	SAMEA2340800	ERX384375	ERR418075	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418075/ERR418075.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418075/ERR418075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418075/ERR418075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418075/RF_039_SZAXPI009318-90.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418075
PRJEB5235	SAMEA2340801	ERX384376	ERR418076	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418076/ERR418076.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418076/ERR418076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418076/ERR418076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418076/RF_040_SZAXPI009319-93.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418076
PRJEB5235	SAMEA2340802	ERX384377	ERR418077	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418077/ERR418077.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418077/ERR418077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418077/ERR418077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418077/RF_041_SZAXPI009320-94.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418077
PRJEB5235	SAMEA2340803	ERX384378	ERR418078	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418078/ERR418078.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418078/ERR418078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418078/ERR418078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418078/RF_042_SZAXPI009321-95.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418078
PRJEB5235	SAMEA2340804	ERX384379	ERR418079	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418079/ERR418079.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418079/ERR418079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418079/ERR418079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418079/RF_043_SZAXPI009322-102.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418079
PRJEB5235	SAMEA2340805	ERX384380	ERR418080	4084	Solanum pimpinellifolium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418080/ERR418080.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418080/ERR418080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418080/ERR418080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418080/RF_044_SZAXPI009323-108.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418080
PRJEB5235	SAMEA2340806	ERX384381	ERR418081	4084	Solanum pimpinellifolium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418081/ERR418081.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418081/ERR418081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418081/ERR418081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418081/RF_045_SZAXPI009324-109.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418081
PRJEB5235	SAMEA2340807	ERX384382	ERR418082	4084	Solanum pimpinellifolium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418082/ERR418082.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418082/ERR418082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418082/ERR418082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418082/RF_046_SZAXPI008748-47.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418082
PRJEB5235	SAMEA2340808	ERX384383	ERR418083	4084	Solanum pimpinellifolium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418083/ERR418083.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418083/ERR418083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418083/ERR418083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418083/RF_047_SZAXPI009326-113.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418083
PRJEB5235	SAMEA2340809	ERX384384	ERR418084	4082	Solanum peruvianum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418084/ERR418084.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418084/ERR418084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418084/ERR418084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418084/RF_049_SZAXPI009327-123.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418084
PRJEB5235	SAMEA2340810	ERX384385	ERR418085	62889	Solanum chmielewskii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418085/ERR418085.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418085/ERR418085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418085/ERR418085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418085/RF_051_SZAXPI009328-129.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418085
PRJEB5235	SAMEA2340811	ERX384386	ERR418086	62889	Solanum chmielewskii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418086/ERR418086.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418086/ERR418086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418086/ERR418086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418086/RF_052_SZAXPI009329-133.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418086
PRJEB5235	SAMEA2340812	ERX384387	ERR418087	142759	Solanum cheesmaniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418087/ERR418087.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418087/ERR418087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418087/ERR418087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418087/RF_053_SZAXPI009330-136.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418087
PRJEB5235	SAMEA2340813	ERX384388	ERR418088	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418088/ERR418088.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418088/ERR418088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418088/ERR418088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418088/RF_054_SZAXPI009331-140.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418088
PRJEB5235	SAMEA2340814	ERX384389	ERR418089	142759	Solanum cheesmaniae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418089/ERR418089.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418089/ERR418089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418089/ERR418089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418089/RF_055_SZAXPI009332-142.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418089
PRJEB5235	SAMEA2340815	ERX384390	ERR418090	62891	Solanum neorickii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418090/ERR418090.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418090/ERR418090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418090/ERR418090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418090/RF_056_SZAXPI009333-158.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418090
PRJEB5235	SAMEA2340816	ERX384391	ERR418091	62891	Solanum neorickii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418091/ERR418091.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418091/ERR418091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418091/ERR418091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418091/RF_057_SZAXPI009334-166.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418091
PRJEB5235	SAMEA2340817	ERX384392	ERR418092	376710	Solanum arcanum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418092/ERR418092.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418092/ERR418092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418092/ERR418092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418092/RF_058_SZAXPI009359-46.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418092
PRJEB5235	SAMEA2340818	ERX384393	ERR418093	376710	Solanum arcanum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418093/ERR418093.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418093/ERR418093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418093/ERR418093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418093/RF_059_SZAXPI009335-169.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418093
PRJEB5235	SAMEA2340819	ERX384394	ERR418094	4082	Solanum peruvianum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418094/ERR418094.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418094/ERR418094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418094/ERR418094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418094/RF_060_SZAXPI009336-14.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418094
PRJEB5235	SAMEA2340820	ERX384395	ERR418095	588598	Solanum huaylasense	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418095/ERR418095.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418095/ERR418095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418095/ERR418095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418095/RF_062_SZAXPI009337-15.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418095
PRJEB5235	SAMEA2340821	ERX384396	ERR418096	588598	Solanum huaylasense	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418096/ERR418096.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418096/ERR418096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418096/ERR418096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418096/RF_063_SZAXPI009338-16.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418096
PRJEB5235	SAMEA2340822	ERX384397	ERR418097	4083	Solanum chilense	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418097/ERR418097.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418097/ERR418097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418097/ERR418097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418097/RF_064_SZAXPI009339-17.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418097
PRJEB5235	SAMEA2340823	ERX384398	ERR418098	4083	Solanum chilense	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418098/ERR418098.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418098/ERR418098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418098/ERR418098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418098/RF_065_SZAXPI009340-18.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418098
PRJEB5235	SAMEA2340824	ERX384399	ERR418099	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418099/ERR418099.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418099/ERR418099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418099/ERR418099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418099/RF_066_SZAXPI009341-19.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418099
PRJEB5235	SAMEA2340825	ERX384400	ERR418100	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418100/ERR418100.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418100/ERR418100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418100/ERR418100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418100/RF_067_SZAXPI009342-21.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418100
PRJEB5235	SAMEA2340826	ERX384401	ERR418101	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418101/ERR418101.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418101/ERR418101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418101/ERR418101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418101/RF_068_SZAXPI009343-22.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418101
PRJEB5235	SAMEA2340827	ERX384402	ERR418102	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418102/ERR418102.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418102/ERR418102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418102/ERR418102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418102/RF_069_SZAXPI009344-23.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418102
PRJEB5235	SAMEA2340828	ERX384403	ERR418103	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418103/ERR418103.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418103/ERR418103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418103/ERR418103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418103/RF_070_SZAXPI008749-56.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418103
PRJEB5235	SAMEA2340829	ERX384404	ERR418104	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418104/ERR418104.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418104/ERR418104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418104/ERR418104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418104/RF_071_SZAXPI009345-24.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418104
PRJEB5235	SAMEA2340830	ERX384405	ERR418105	62890	Solanum habrochaites	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418105/ERR418105.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418105/ERR418105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418105/ERR418105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418105/RF_072_SZAXPI008752-75.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418105
PRJEB5235	SAMEA2340831	ERX384406	ERR418106	28526	Solanum pennellii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418106/ERR418106.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418106/ERR418106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418106/ERR418106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418106/RF_073_SZAXPI009346-25.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418106
PRJEB5235	SAMEA2340832	ERX384407	ERR418107	28526	Solanum pennellii	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418107/ERR418107.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418107/ERR418107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418107/ERR418107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418107/RF_074_SZAXPI008753-79.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418107
PRJEB5235	SAMEA2340833	ERX384408	ERR418108	588598	Solanum huaylasense	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418108/ERR418108.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418108/ERR418108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418108/ERR418108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418108/RF_075_SZAXPI009347-26.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418108
PRJEB5235	SAMEA2340834	ERX384409	ERR418109	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418109/ERR418109.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418109/ERR418109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418109/ERR418109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418109/RF_077_SZAXPI009348-27.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418109
PRJEB5235	SAMEA2340835	ERX384410	ERR418110	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418110/ERR418110.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418110/ERR418110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418110/ERR418110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418110/RF_078_SZAXPI009349-30.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418110
PRJEB5235	SAMEA2340836	ERX384411	ERR418111	4081	Solanum lycopersicum	ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418111/ERR418111.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418111/ERR418111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/ERR418111/ERR418111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR418111/RF_088_SZAXPI009350-31.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR418/ERR418111
